wd:Q57660343	wd:Q622425
wd:Q29023906	wd:Q55336815
wd:Q28100665	wd:Q11680910
wd:Q249556	wd:Q521458
wd:Q905286	wd:Q91396496
wd:Q31855	wd:Q3803825
wd:Q28923	wd:Q186117
wd:Q40164	wd:Q1409295
wd:Q5157565	wd:Q48357783
wd:Q105449313	wd:Q6031215
wd:Q27043950	wd:Q770370
wd:Q47461344	wd:Q7254446
wd:Q1065579	wd:Q217541
wd:Q1417728	wd:Q2711236
wd:Q98178108	wd:Q688498
wd:Q34442	wd:Q4405421
wd:Q516844	wd:Q132397
wd:Q6256	wd:Q188800
wd:Q1753652	wd:Q1346159
wd:Q4946461	wd:Q487850
wd:Q5390013	wd:Q172904
wd:Q43229	wd:Q3064474
wd:Q5398426	wd:Q526877
wd:Q33506	wd:Q3445465
wd:Q2424752	wd:Q1210094
wd:Q22572376	wd:Q10832
wd:Q489357	wd:Q132213
wd:Q107425	wd:Q184358
wd:Q1914636	wd:Q265939
wd:Q21083858	wd:Q115623452
wd:Q102047	wd:Q186157
wd:Q5398426	wd:Q3951815
wd:Q7328910	wd:Q11681271
wd:Q56220509	wd:Q1482264
wd:Q63048220	wd:Q63049248
wd:Q1656682	wd:Q3765035
wd:Q7014642	wd:Q1561361
wd:Q839546	wd:Q2891667
wd:Q56061	wd:Q702081
wd:Q736917	wd:Q2983016
wd:Q89987291	wd:Q2997711
wd:Q702492	wd:Q124637560
wd:Q192611	wd:Q3184121
wd:Q2429814	wd:Q2713600
wd:Q918236	wd:Q109418092
wd:Q11618279	wd:Q15725618
wd:Q33274034	wd:Q27951364
wd:Q15253558	wd:Q12414919
wd:Q1240788	wd:Q2054507
wd:Q56061	wd:Q57237926
wd:Q3325736	wd:Q4801240
wd:Q1004435	wd:Q19709007
wd:Q2462658	wd:Q60687737
wd:Q57661959	wd:Q11183017
wd:Q1292091	wd:Q279239
wd:Q52551684	wd:Q1620908
wd:Q1639361	wd:Q109733489
wd:Q26836193	wd:Q850990
wd:Q350979	wd:Q2114844
wd:Q2462658	wd:Q58371759
wd:Q225446	wd:Q5135744
wd:Q11638045	wd:Q57577442
wd:Q16686448	wd:Q2352616
wd:Q13221722	wd:Q6763949
wd:Q1022867	wd:Q7012
wd:Q51846061	wd:Q5527853
wd:Q14897293	wd:Q72918110
wd:Q18325841	wd:Q7835189
wd:Q39594	wd:Q187223
wd:Q246672	wd:Q176737
wd:Q189222	wd:Q1701243
wd:Q1046088	wd:Q47502370
wd:Q1851269	wd:Q565654
wd:Q2057931	wd:Q7703536
wd:Q83620	wd:Q1077135
wd:Q13136	wd:Q178376
wd:Q27096235	wd:Q15642541
wd:Q327333	wd:Q1307580
wd:Q10648343	wd:Q47005587
wd:Q811122	wd:Q63362541
wd:Q3531598	wd:Q97317426
wd:Q17221	wd:Q2358549
wd:Q56061	wd:Q4273902
wd:Q4830453	wd:Q107352137
wd:Q11879837	wd:Q4171266
wd:Q273120	wd:Q7251595
wd:Q736917	wd:Q1068071
wd:Q1163938	wd:Q139859
wd:Q15621286	wd:Q178651
wd:Q11900058	wd:Q1937330
wd:Q2087181	wd:Q24906026
wd:Q15981151	wd:Q116938279
wd:Q134574	wd:Q782884
wd:Q234460	wd:Q853614
wd:Q176799	wd:Q10624504
wd:Q3695082	wd:Q2545446
wd:Q355567	wd:Q10957057
wd:Q628858	wd:Q840850
wd:Q118162105	wd:Q117878403
wd:Q6814247	wd:Q1172412
wd:Q28367692	wd:Q35509
wd:Q618779	wd:Q3529618
wd:Q12136	wd:Q5136675
wd:Q118646244	wd:Q118646240
wd:Q3259505	wd:Q1713493
wd:Q3788231	wd:Q60458065
wd:Q2441216	wd:Q53151979
wd:Q10624504	wd:Q66588892
wd:Q13221722	wd:Q13218690
wd:Q1200676	wd:Q507437
wd:Q191851	wd:Q1350279
wd:Q114901571	wd:Q76320
wd:Q3575260	wd:Q617567
wd:Q207694	wd:Q667018
wd:Q29881657	wd:Q4122815
wd:Q483501	wd:Q36180
wd:Q36180	wd:Q1749303
wd:Q2047938	wd:Q460433
wd:Q1231382	wd:Q41577
wd:Q115135140	wd:Q29224491
wd:Q166142	wd:Q1328864
wd:Q121225283	wd:Q4923715
wd:Q1734662	wd:Q17276298
wd:Q1064904	wd:Q17142966
wd:Q1190554	wd:Q193518
wd:Q785479	wd:Q170384
wd:Q19479037	wd:Q110694422
wd:Q11607585	wd:Q120758340
wd:Q12731	wd:Q2312661
wd:Q1322323	wd:Q34442
wd:Q116994205	wd:Q20919317
wd:Q1549187	wd:Q30564537
wd:Q2144405	wd:Q5205179
wd:Q205895	wd:Q33837
wd:Q1711347	wd:Q452348
wd:Q4383245	wd:Q6979657
wd:Q115605	wd:Q25456031
wd:Q104415906	wd:Q113445976
wd:Q17351648	wd:Q104166546
wd:Q391414	wd:Q1590639
wd:Q867738	wd:Q50822558
wd:Q60075825	wd:Q7841425
wd:Q5322	wd:Q25504
wd:Q32489	wd:Q13422881
wd:Q2159907	wd:Q63967171
wd:Q584101	wd:Q108766
wd:Q386724	wd:Q30070675
wd:Q62941994	wd:Q62941804
wd:Q15720873	wd:Q771940
wd:Q11900058	wd:Q2336535
wd:Q2424752	wd:Q182612
wd:Q839546	wd:Q3761748
wd:Q36180	wd:Q118397524
wd:Q18819657	wd:Q179246
wd:Q327333	wd:Q7096692
wd:Q1173065	wd:Q1675712
wd:Q552334	wd:Q2026692
wd:Q1714828	wd:Q2261272
wd:Q28100907	wd:Q1127705
wd:Q1071027	wd:Q263917
wd:Q1738991	wd:Q1230601
wd:Q188889	wd:Q494823
wd:Q600134	wd:Q11320084
wd:Q721931	wd:Q1031438
wd:Q895526	wd:Q2099281
wd:Q18554796	wd:Q12078
wd:Q124734	wd:Q25906438
wd:Q2994387	wd:Q2713215
wd:Q1173065	wd:Q933348
wd:Q5352191	wd:Q10385895
wd:Q99536263	wd:Q21531924
wd:Q2851438	wd:Q1052579
wd:Q17517379	wd:Q64100970
wd:Q1650727	wd:Q7452061
wd:Q170483	wd:Q2353279
wd:Q47913	wd:Q7603662
wd:Q1379672	wd:Q65938634
wd:Q1310214	wd:Q14745
wd:Q66221	wd:Q187466
wd:Q189533	wd:Q397610
wd:Q337060	wd:Q860571
wd:Q17176618	wd:Q10384029
wd:Q3476533	wd:Q22022298
wd:Q115217689	wd:Q114755914
wd:Q572835	wd:Q11626839
wd:Q17496410	wd:Q116174766
wd:Q7397	wd:Q60229368
wd:Q194274	wd:Q5275335
wd:Q4936585	wd:Q112842785
wd:Q1564373	wd:Q644930
wd:Q56061	wd:Q2573746
wd:Q3622126	wd:Q1417149
wd:Q1575634	wd:Q3502010
wd:Q15980158	wd:Q28077818
wd:Q41583	wd:Q466640
wd:Q79782	wd:Q44512
wd:Q188094	wd:Q17488363
wd:Q1577547	wd:Q16148174
wd:Q1408288	wd:Q117156507
wd:Q348229	wd:Q526314
wd:Q18810687	wd:Q12323661
wd:Q719226	wd:Q4295041
wd:Q82794	wd:Q4839591
wd:Q131746	wd:Q1545022
wd:Q1424551	wd:Q21155149
wd:Q7307234	wd:Q30765659
wd:Q590490	wd:Q1170216
wd:Q29881694	wd:Q16521237
wd:Q17538258	wd:Q11422
wd:Q7094076	wd:Q635985
wd:Q478515	wd:Q2641292
wd:Q327333	wd:Q10564221
wd:Q181348	wd:Q1425560
wd:Q42622779	wd:Q1759299
wd:Q166080	wd:Q2622857
wd:Q27096235	wd:Q815241
wd:Q12774499	wd:Q2114844
wd:Q27058130	wd:Q66515588
wd:Q6671777	wd:Q19947190
wd:Q11500768	wd:Q105871035
wd:Q1229765	wd:Q60740186
wd:Q853725	wd:Q230658
wd:Q211606	wd:Q2715623
wd:Q7212557	wd:Q20071160
wd:Q271680	wd:Q29149990
wd:Q41796	wd:Q188546
wd:Q2865305	wd:Q261428
wd:Q1065579	wd:Q95870182
wd:Q3575260	wd:Q193220
wd:Q117349473	wd:Q121889130
wd:Q66735959	wd:Q88904619
wd:Q6056746	wd:Q70477194
wd:Q5333554	wd:Q1308255
wd:Q327055	wd:Q1863288
wd:Q123509	wd:Q1347969
wd:Q695521	wd:Q14009165
wd:Q11789812	wd:Q335283
wd:Q482980	wd:Q3922505
wd:Q543654	wd:Q7814110
wd:Q23835475	wd:Q53953009
wd:Q91143339	wd:Q725098
wd:Q20204151	wd:Q157943
wd:Q1000660	wd:Q2165111
wd:Q48375857	wd:Q63349295
wd:Q189819	wd:Q3010205
wd:Q3249551	wd:Q1975665
wd:Q115460164	wd:Q62515196
wd:Q2245405	wd:Q21014657
wd:Q686479	wd:Q6398218
wd:Q476300	wd:Q23807345
wd:Q33274034	wd:Q98171300
wd:Q41321608	wd:Q5457690
wd:Q1621273	wd:Q3271065
wd:Q43229	wd:Q58684939
wd:Q2913731	wd:Q948887
wd:Q47461344	wd:Q21995230
wd:Q2424752	wd:Q45621
wd:Q917918	wd:Q7941489
wd:Q860861	wd:Q220919
wd:Q859595	wd:Q183484
wd:Q36524	wd:Q191072
wd:Q246672	wd:Q471771
wd:Q1132460	wd:Q85106375
wd:Q1607826	wd:Q16360440
wd:Q16868721	wd:Q27645484
wd:Q21166956	wd:Q47456580
wd:Q16070538	wd:Q18603647
wd:Q1370598	wd:Q125992
wd:Q56822897	wd:Q1158847
wd:Q1426710	wd:Q1078286
wd:Q19902850	wd:Q112765787
wd:Q30559493	wd:Q28455153
wd:Q2383811	wd:Q183398
wd:Q5643618	wd:Q186347
wd:Q10145	wd:Q846760
wd:Q205895	wd:Q3395383
wd:Q180684	wd:Q5791104
wd:Q18674739	wd:Q114074221
wd:Q112826975	wd:Q17012331
wd:Q12375131	wd:Q111525822
wd:Q1777515	wd:Q336764
wd:Q732577	wd:Q253623
wd:Q16630809	wd:Q14931
wd:Q1371925	wd:Q2722764
wd:Q6498398	wd:Q193220
wd:Q2314751	wd:Q11990990
wd:Q95988573	wd:Q123691970
wd:Q3695082	wd:Q849778
wd:Q477202	wd:Q19845304
wd:Q1371819	wd:Q108775530
wd:Q202527	wd:Q4027435
wd:Q188889	wd:Q2092812
wd:Q214609	wd:Q111725350
wd:Q1355652	wd:Q1543431
wd:Q5716684	wd:Q2393361
wd:Q11253473	wd:Q842729
wd:Q18515478	wd:Q79817105
wd:Q3237993	wd:Q185943
wd:Q1365155	wd:Q21517059
wd:Q1064389	wd:Q7682884
wd:Q2716249	wd:Q691269
wd:Q94670589	wd:Q285181
wd:Q2135588	wd:Q641208
wd:Q2849607	wd:Q1133673
wd:Q2424752	wd:Q214609
wd:Q740445	wd:Q104698
wd:Q2500638	wd:Q3492227
wd:Q1763527	wd:Q236036
wd:Q12757	wd:Q1753786
wd:Q26713767	wd:Q11282
wd:Q16970	wd:Q18047834
wd:Q622416	wd:Q3440056
wd:Q100575647	wd:Q23657361
wd:Q350882	wd:Q1917391
wd:Q104637332	wd:Q12769938
wd:Q756102	wd:Q2650083
wd:Q1933427	wd:Q5459336
wd:Q1343205	wd:Q19307174
wd:Q1077784	wd:Q283770
wd:Q7725634	wd:Q1416320
wd:Q99527517	wd:Q941501
wd:Q187456	wd:Q123202108
wd:Q79782	wd:Q11822162
wd:Q654772	wd:Q1517445
wd:Q3775883	wd:Q5873
wd:Q4801149	wd:Q117803776
wd:Q15980158	wd:Q11500768
wd:Q42470	wd:Q1433428
wd:Q706364	wd:Q2962070
wd:Q2739329	wd:Q506265
wd:Q5875	wd:Q72803426
wd:Q32198356	wd:Q1542661
wd:Q104224753	wd:Q104224740
wd:Q60474521	wd:Q22815098
wd:Q143970	wd:Q236371
wd:Q13136	wd:Q171341
wd:Q337060	wd:Q319224
wd:Q2457980	wd:Q1566584
wd:Q1259917	wd:Q3560496
wd:Q5621421	wd:Q25382680
wd:Q1416696	wd:Q25339974
wd:Q3249551	wd:Q123304503
wd:Q13221722	wd:Q997621
wd:Q30067981	wd:Q164666
wd:Q1345234	wd:Q5150550
wd:Q88814802	wd:Q88815192
wd:Q1174791	wd:Q848370
wd:Q11204	wd:Q1175507
wd:Q876864	wd:Q109827921
wd:Q1751850	wd:Q328989
wd:Q210999	wd:Q7164193
wd:Q105626471	wd:Q7680362
wd:Q386724	wd:Q1191702
wd:Q51823840	wd:Q49000879
wd:Q11618279	wd:Q842100
wd:Q44782	wd:Q1602776
wd:Q19828539	wd:Q112189234
wd:Q1221145	wd:Q108840273
wd:Q212238	wd:Q264323
wd:Q1195942	wd:Q11566931
wd:Q113682025	wd:Q1205140
wd:Q811679	wd:Q53996838
wd:Q17853087	wd:Q1058791
wd:Q1371288	wd:Q26879763
wd:Q628858	wd:Q3393867
wd:Q30339659	wd:Q61043082
wd:Q56055115	wd:Q106581364
wd:Q618779	wd:Q2647651
wd:Q486972	wd:Q107565488
wd:Q1498804	wd:Q15094777
wd:Q15982858	wd:Q115317546
wd:Q391414	wd:Q3476515
wd:Q1914636	wd:Q4989857
wd:Q173799	wd:Q1583807
wd:Q32178211	wd:Q2906832
wd:Q47089	wd:Q664573
wd:Q431603	wd:Q3355775
wd:Q4292083	wd:Q2351172
wd:Q738142	wd:Q31179608
wd:Q10864048	wd:Q12883402
wd:Q1132460	wd:Q463932
wd:Q35127	wd:Q5691097
wd:Q28672865	wd:Q97368048
wd:Q16326794	wd:Q2915835
wd:Q8205328	wd:Q32914898
wd:Q14757767	wd:Q13582281
wd:Q119144033	wd:Q984134
wd:Q7170587	wd:Q1373131
wd:Q838296	wd:Q463932
wd:Q215380	wd:Q12765911
wd:Q8171	wd:Q503170
wd:Q820655	wd:Q41806476
wd:Q1057179	wd:Q219239
wd:Q186637	wd:Q1430154
wd:Q187931	wd:Q193121
wd:Q44494	wd:Q683267
wd:Q36279	wd:Q1310296
wd:Q19765983	wd:Q5742640
wd:Q1048835	wd:Q4286337
wd:Q705914	wd:Q11034548
wd:Q2352616	wd:Q111974120
wd:Q17172848	wd:Q186286
wd:Q361593	wd:Q19801630
wd:Q110304307	wd:Q12681
wd:Q186086	wd:Q17148655
wd:Q104176943	wd:Q123907395
wd:Q838948	wd:Q211775
wd:Q27598544	wd:Q95965050
wd:Q154038	wd:Q1432049
wd:Q1914636	wd:Q1175042
wd:Q117207331	wd:Q6293
wd:Q2906862	wd:Q105095276
wd:Q2416217	wd:Q12765911
wd:Q124590	wd:Q4119753
wd:Q50995749	wd:Q26837361
wd:Q1756459	wd:Q1195942
wd:Q4817	wd:Q2566047
wd:Q717040	wd:Q641364
wd:Q207628	wd:Q7257727
wd:Q82794	wd:Q380230
wd:Q312466	wd:Q18109
wd:Q1074158	wd:Q99263266
wd:Q46855	wd:Q5519943
wd:Q464067	wd:Q3281225
wd:Q170207	wd:Q6718887
wd:Q170409	wd:Q56825824
wd:Q9261468	wd:Q2493450
wd:Q682697	wd:Q99460855
wd:Q20655472	wd:Q1700470
wd:Q26513	wd:Q2345820
wd:Q1078765	wd:Q7833114
wd:Q452237	wd:Q97695005
wd:Q1251441	wd:Q2543769
wd:Q521839	wd:Q4786148
wd:Q483501	wd:Q12406482
wd:Q1168263	wd:Q849203
wd:Q811165	wd:Q11691318
wd:Q1631107	wd:Q273057
wd:Q3947	wd:Q1321309
wd:Q15623926	wd:Q22808320
wd:Q701632	wd:Q55608192
wd:Q1685451	wd:Q124803011
wd:Q13220204	wd:Q1665357
wd:Q122270784	wd:Q122270779
wd:Q1521410	wd:Q520049
wd:Q112632857	wd:Q112632810
wd:Q3540209	wd:Q1032372
wd:Q6430706	wd:Q1642960
wd:Q30715304	wd:Q30715306
wd:Q28886448	wd:Q131647
wd:Q7048977	wd:Q12488383
wd:Q1726215	wd:Q178024
wd:Q102345381	wd:Q88008554
wd:Q1304116	wd:Q326259
wd:Q7582090	wd:Q272735
wd:Q42621	wd:Q281721
wd:Q9135	wd:Q2713600
wd:Q1146002	wd:Q672603
wd:Q268626	wd:Q10650843
wd:Q47146	wd:Q200266
wd:Q4835091	wd:Q1061151
wd:Q152574	wd:Q29028115
wd:Q1005416	wd:Q111190932
wd:Q11124885	wd:Q10833319
wd:Q47217	wd:Q528892
wd:Q1070421	wd:Q20726407
wd:Q10553309	wd:Q701632
wd:Q34379	wd:Q131765
wd:Q35120	wd:Q2995644
wd:Q8205328	wd:Q28104579
wd:Q1126530	wd:Q285386
wd:Q1190554	wd:Q10791
wd:Q25713832	wd:Q96677905
wd:Q55182671	wd:Q10396778
wd:Q637017	wd:Q16851073
wd:Q107358924	wd:Q5644235
wd:Q33274034	wd:Q612090
wd:Q180958	wd:Q1321960
wd:Q185583	wd:Q1788872
wd:Q25550691	wd:Q5177802
wd:Q66763670	wd:Q66763708
wd:Q294126	wd:Q95360317
wd:Q2310313	wd:Q24354
wd:Q1802963	wd:Q123130208
wd:Q1979154	wd:Q3407152
wd:Q1370617	wd:Q199301
wd:Q30168244	wd:Q42058444
wd:Q22445448	wd:Q3918409
wd:Q2393314	wd:Q56145962
wd:Q23640580	wd:Q5184855
wd:Q44613	wd:Q21584825
wd:Q750458	wd:Q1952381
wd:Q766983	wd:Q110712985
wd:Q15911314	wd:Q7315176
wd:Q49848	wd:Q109274999
wd:Q7048977	wd:Q24334685
wd:Q77347966	wd:Q2791199
wd:Q837766	wd:Q52994899
wd:Q1000660	wd:Q3413373
wd:Q5390013	wd:Q9174
wd:Q1183543	wd:Q1172400
wd:Q4464258	wd:Q1131532
wd:Q1065579	wd:Q3354532
wd:Q47484674	wd:Q21012976
wd:Q180160	wd:Q869548
wd:Q15989253	wd:Q2691994
wd:Q1302778	wd:Q3974641
wd:Q1183543	wd:Q605108
wd:Q133442	wd:Q5500203
wd:Q834028	wd:Q29957
wd:Q2101564	wd:Q10715094
wd:Q99768786	wd:Q116657551
wd:Q1190554	wd:Q122830712
wd:Q442709	wd:Q69204225
wd:Q386724	wd:Q6498959
wd:Q1241356	wd:Q30013662
wd:Q107358924	wd:Q7073397
wd:Q24398318	wd:Q184698
wd:Q1301433	wd:Q673831
wd:Q11286391	wd:Q96604147
wd:Q9788	wd:Q19847385
wd:Q1419997	wd:Q28532974
wd:Q1456902	wd:Q2300991
wd:Q333170	wd:Q14908
wd:Q104637332	wd:Q44103811
wd:Q18247357	wd:Q47008262
wd:Q124737050	wd:Q54844699
wd:Q7939609	wd:Q2350126
wd:Q338754	wd:Q3406372
wd:Q1391583	wd:Q16008700
wd:Q106863329	wd:Q106863278
wd:Q355567	wd:Q1785507
wd:Q1376568	wd:Q35243371
wd:Q3146899	wd:Q15217609
wd:Q23009442	wd:Q617224
wd:Q827664	wd:Q164992
wd:Q949302	wd:Q18554617
wd:Q4835091	wd:Q1054581
wd:Q350268	wd:Q860861
wd:Q749827	wd:Q3482310
wd:Q876852	wd:Q12336629
wd:Q13226383	wd:Q47516368
wd:Q1167863	wd:Q494291
wd:Q180516	wd:Q5038786
wd:Q124838920	wd:Q214519
wd:Q2891167	wd:Q13382576
wd:Q494230	wd:Q1384955
wd:Q781132	wd:Q163059
wd:Q7554244	wd:Q80998
wd:Q104488513	wd:Q114444599
wd:Q986008	wd:Q551800
wd:Q329455	wd:Q217029
wd:Q452237	wd:Q330094
wd:Q14915751	wd:Q17001582
wd:Q214609	wd:Q81895
wd:Q8359428	wd:Q1930380
wd:Q820655	wd:Q3039817
wd:Q838948	wd:Q1792363
wd:Q1371037	wd:Q841248
wd:Q848466	wd:Q9284559
wd:Q243519	wd:Q1057522
wd:Q79782	wd:Q525512
wd:Q838948	wd:Q8253
wd:Q875538	wd:Q265662
wd:Q8142883	wd:Q2026557
wd:Q107390	wd:Q26830017
wd:Q57821	wd:Q1198413
wd:Q1048835	wd:Q1907114
wd:Q19953632	wd:Q543813
wd:Q4005763	wd:Q66736216
wd:Q5962346	wd:Q28119539
wd:Q6021804	wd:Q189897
wd:Q1190554	wd:Q29052255
wd:Q12888920	wd:Q1368455
wd:Q5282923	wd:Q6592
wd:Q3765035	wd:Q15238777
wd:Q27318	wd:Q114375
wd:Q2996394	wd:Q1063
wd:Q1779300	wd:Q876887
wd:Q5951278	wd:Q104774075
wd:Q1087850	wd:Q4928259
wd:Q938236	wd:Q96597574
wd:Q2431196	wd:Q26989423
wd:Q1207302	wd:Q132397
wd:Q1172480	wd:Q45941145
wd:Q230655	wd:Q3115621
wd:Q65088916	wd:Q2456677
wd:Q15303351	wd:Q35197
wd:Q15688633	wd:Q25999
wd:Q4835091	wd:Q518261
wd:Q8205328	wd:Q107342110
wd:Q1648474	wd:Q4038434
wd:Q1308737	wd:Q7315014
wd:Q18089080	wd:Q117304541
wd:Q7540126	wd:Q47272186
wd:Q6532502	wd:Q64490328
wd:Q1156402	wd:Q11660
wd:Q22702	wd:Q7272924
wd:Q24862	wd:Q193977
wd:Q124590	wd:Q877977
wd:Q3132741	wd:Q16873378
wd:Q1190554	wd:Q707482
wd:Q1502030	wd:Q17074865
wd:Q206615	wd:Q1049667
wd:Q2795484	wd:Q100532772
wd:Q33120876	wd:Q22001389
wd:Q56061	wd:Q1464870
wd:Q81895	wd:Q3006804
wd:Q107358924	wd:Q24993744
wd:Q13580678	wd:Q124803011
wd:Q877342	wd:Q11410949
wd:Q8359428	wd:Q48705382
wd:Q2973801	wd:Q1784293
wd:Q1761892	wd:Q1938640
wd:Q7397	wd:Q816659
wd:Q132397	wd:Q106162443
wd:Q131093	wd:Q5570938
wd:Q474161	wd:Q11849586
wd:Q5354754	wd:Q54989598
wd:Q14906342	wd:Q73735353
wd:Q19829681	wd:Q112189406
wd:Q1310239	wd:Q3761748
wd:Q13221722	wd:Q1808877
wd:Q118646244	wd:Q118646238
wd:Q2285545	wd:Q3627146
wd:Q11499147	wd:Q24293741
wd:Q20076681	wd:Q12269769
wd:Q860372	wd:Q106046707
wd:Q27318	wd:Q10507808
wd:Q115159914	wd:Q502658
wd:Q2761147	wd:Q7646193
wd:Q431603	wd:Q955824
wd:Q2519340	wd:Q97142383
wd:Q17442446	wd:Q15184295
wd:Q40231	wd:Q76853179
wd:Q216601	wd:Q1869009
wd:Q345003	wd:Q899114
wd:Q5370734	wd:Q87745167
wd:Q16532929	wd:Q67378402
wd:Q29925	wd:Q1367330
wd:Q1156822	wd:Q586277
wd:Q1000660	wd:Q494141
wd:Q7725310	wd:Q115730787
wd:Q938236	wd:Q4686866
wd:Q607728	wd:Q19202882
wd:Q3044808	wd:Q1349300
wd:Q1607826	wd:Q100605725
wd:Q699386	wd:Q1125239
wd:Q208505	wd:Q3440959
wd:Q164240	wd:Q3094719
wd:Q48204	wd:Q64686674
wd:Q1365155	wd:Q913532
wd:Q776904	wd:Q615392
wd:Q1042490	wd:Q353027
wd:Q170028	wd:Q1229735
wd:Q386724	wd:Q71631512
wd:Q1134443	wd:Q24887754
wd:Q106070586	wd:Q16911759
wd:Q213441	wd:Q2870769
wd:Q28100368	wd:Q203176
wd:Q105210	wd:Q428971
wd:Q99772896	wd:Q99772897
wd:Q18175633	wd:Q115955619
wd:Q878249	wd:Q26271642
wd:Q1805393	wd:Q1518054
wd:Q39546	wd:Q16849743
wd:Q1190554	wd:Q25488743
wd:Q25403900	wd:Q8495
wd:Q10864048	wd:Q17373496
wd:Q18536342	wd:Q15117302
wd:Q3259505	wd:Q5384444
wd:Q1201871	wd:Q114409407
wd:Q13221722	wd:Q2762194
wd:Q1190554	wd:Q763978
wd:Q1484397	wd:Q63483382
wd:Q1183543	wd:Q17422897
wd:Q15416	wd:Q661436
wd:Q37226	wd:Q42903750
wd:Q11124885	wd:Q11338576
wd:Q116867869	wd:Q56299202
wd:Q2995644	wd:Q11499267
wd:Q15706911	wd:Q859965
wd:Q1780422	wd:Q133220
wd:Q335297	wd:Q58191905
wd:Q27891117	wd:Q27891167
wd:Q216048	wd:Q30913161
wd:Q622416	wd:Q3791937
wd:Q4164871	wd:Q9200127
wd:Q4779442	wd:Q4307303
wd:Q685216	wd:Q124102130
wd:Q7724161	wd:Q1259759
wd:Q2994387	wd:Q708492
wd:Q1502030	wd:Q2298569
wd:Q13221722	wd:Q18691601
wd:Q43099500	wd:Q12538685
wd:Q1515493	wd:Q34493
wd:Q186361	wd:Q379693
wd:Q655686	wd:Q47517141
wd:Q4164871	wd:Q101573121
wd:Q1371378	wd:Q59294814
wd:Q66310125	wd:Q9335418
wd:Q473932	wd:Q1123401
wd:Q13226383	wd:Q1148508
wd:Q60533375	wd:Q366511
wd:Q1067263	wd:Q842729
wd:Q182060	wd:Q1021649
wd:Q37226	wd:Q16515647
wd:Q1914636	wd:Q2534289
wd:Q1914636	wd:Q308881
wd:Q2431196	wd:Q61855877
wd:Q182060	wd:Q2781630
wd:Q124785394	wd:Q124785376
wd:Q677678	wd:Q89691
wd:Q1065579	wd:Q368366
wd:Q921099	wd:Q1476200
wd:Q27096220	wd:Q348567
wd:Q811979	wd:Q1454477
wd:Q50995749	wd:Q107291788
wd:Q114768	wd:Q17455727
wd:Q728937	wd:Q24335959
wd:Q21281405	wd:Q27949697
wd:Q35798	wd:Q1435020
wd:Q79782	wd:Q1567542
wd:Q20650761	wd:Q4345715
wd:Q2066131	wd:Q17318006
wd:Q6545185	wd:Q15901043
wd:Q1570182	wd:Q127418
wd:Q11024	wd:Q62687269
wd:Q7129601	wd:Q23005954
wd:Q7465804	wd:Q1110120
wd:Q838948	wd:Q4470686
wd:Q56061	wd:Q2417776
wd:Q5159627	wd:Q27238206
wd:Q811430	wd:Q845075
wd:Q56061	wd:Q2140699
wd:Q2362387	wd:Q18193550
wd:Q1157625	wd:Q654361
wd:Q133442	wd:Q914425
wd:Q1637368	wd:Q5054826
wd:Q10843872	wd:Q116751803
wd:Q56061	wd:Q174450
wd:Q66310125	wd:Q210729
wd:Q796635	wd:Q5847
wd:Q121359	wd:Q184356
wd:Q13397636	wd:Q231685
wd:Q40231	wd:Q10609771
wd:Q1773882	wd:Q186157
wd:Q9261468	wd:Q66810188
wd:Q98416814	wd:Q98416677
wd:Q11559422	wd:Q46383
wd:Q1308679	wd:Q3002431
wd:Q7725634	wd:Q185598
wd:Q27096213	wd:Q241284
wd:Q18819626	wd:Q17144541
wd:Q2114605	wd:Q114355509
wd:Q2983893	wd:Q1499928
wd:Q163740	wd:Q1384677
wd:Q17176533	wd:Q1378125
wd:Q65088916	wd:Q1417174
wd:Q112159463	wd:Q55442726
wd:Q180684	wd:Q20986437
wd:Q80011137	wd:Q7663859
wd:Q14897293	wd:Q108152260
wd:Q12518	wd:Q1021913
wd:Q854916	wd:Q812880
wd:Q5398426	wd:Q35769
wd:Q116035976	wd:Q131647
wd:Q628858	wd:Q16668826
wd:Q157031	wd:Q20057863
wd:Q23009552	wd:Q3246603
wd:Q29382731	wd:Q857316
wd:Q740752	wd:Q7361255
wd:Q1294787	wd:Q836328
wd:Q34442	wd:Q12743
wd:Q572975	wd:Q6148126
wd:Q3186692	wd:Q56389217
wd:Q1184244	wd:Q6502151
wd:Q3044808	wd:Q40207802
wd:Q3691017	wd:Q1000492
wd:Q483453	wd:Q208820
wd:Q192611	wd:Q4329280
wd:Q29957	wd:Q7236012
wd:Q50379782	wd:Q50349184
wd:Q1752459	wd:Q117246429
wd:Q878123	wd:Q322348
wd:Q776754	wd:Q59387148
wd:Q56324385	wd:Q1286517
wd:Q19357312	wd:Q703934
wd:Q1004391	wd:Q21557777
wd:Q30129212	wd:Q240313
wd:Q7081489	wd:Q379173
wd:Q2080521	wd:Q16641149
wd:Q381160	wd:Q14290559
wd:Q26876682	wd:Q1050259
wd:Q19953632	wd:Q30155836
wd:Q381160	wd:Q124516389
wd:Q49848	wd:Q131569
wd:Q35145263	wd:Q386426
wd:Q322203	wd:Q66545460
wd:Q2500638	wd:Q1954172
wd:Q55155641	wd:Q123514571
wd:Q3950	wd:Q3802482
wd:Q17319698	wd:Q1281395
wd:Q27318	wd:Q2309621
wd:Q839546	wd:Q1534839
wd:Q60587	wd:Q48743901
wd:Q118877673	wd:Q123094923
